Employee ID,Gender,Age,Department,Job Role,Date of Joining,Salary (BGN),Performance Rating,Absenteeism Rate,Engagement Score,Education Level,Years in Current Role,Years at Company,Promotion in Last 2 Years,Overtime Hours per Week,Training Hours per Year,Office Location,Bonus Received in Last Year
4482,Female,39,Risk Management,Risk Analyst,12/05/2010,5200,5,0.04,5,High School,2,13,Yes,15,18,Plovdiv,No
3509,Male,34,Business Transformation,Change Manager,10/20/2023,7800,4,0.16,3.5,PhD,2,0,No,11,57,Ruse,Yes
1749,Male,48,Product Management,Product Manager,8/29/2016,4500,2,0.38,3.4,High School,1,8,No,6,14,Sofia,No
4327,Female,24,Compliance,Regulatory Officer,02/06/2020,7500,2,0.21,1,High School,4,4,No,3,36,Plovdiv,No
4136,Female,27,IT,Software Developer,06/10/2010,3900,1,0.34,1,Master's,9,14,No,10,74,Ruse,No
3698,Female,32,Human Resources,HR Manager,07/05/2011,4300,2,0.28,2,PhD,2,13,Yes,4,30,Sofia,No
9729,Male,33,Finance,Financial Analyst,7/19/2024,7000,4,0.05,4.6,High School,3,0,No,11,25,Varna,Yes
2036,Male,56,Treasury,Liquidity Specialist,4/19/2016,7300,2,0.27,2.1,Bachelor's,9,8,Yes,14,36,Sofia,No
6165,Female,26,Finance,Financial Analyst,03/09/2018,6400,4,0.02,4.2,Master's,1,6,No,19,47,Varna,Yes
9619,Female,43,Treasury,Liquidity Specialist,8/14/2014,7700,3,0.06,3.1,Bachelor's,9,10,Yes,12,43,Ruse,Yes
5814,Male,37,Business Transformation,Business Analyst,6/30/2018,7800,2,0.41,1.1,PhD,7,6,No,13,46,Ruse,Yes
1571,Male,40,Back Office,Back Office Clerk,5/22/2014,4500,2,0.33,2.3,Bachelor's,3,10,Yes,19,19,Ruse,Yes
6443,Female,22,Finance,Financial Analyst,09/04/2018,7100,5,0.19,4.8,Bachelor's,2,6,Yes,13,46,Plovdiv,Yes
8483,Female,48,Retail Banking,Branch Manager,06/08/2019,7300,5,0.08,5,PhD,1,5,No,6,18,Plovdiv,Yes
6201,Female,33,Fraud Prevention,Fraud Investigator,09/04/2021,4500,2,0.39,2.4,Master's,1,3,No,2,74,Plovdiv,Yes
5442,Female,32,Trade Finance,Trade Analyst,02/01/2017,4400,2,0.23,2.8,Bachelor's,9,7,No,7,13,Plovdiv,No
9303,Female,41,Loan Servicing,Loan Processor,8/31/2019,3400,1,0.25,1,PhD,5,5,Yes,12,24,Burgas,Yes
9013,Male,57,Security,Cybersecurity Specialist,12/13/2011,3300,3,0.03,2,PhD,4,12,No,11,69,Burgas,No
6753,Female,30,Product Management,Product Manager,07/05/2017,6100,2,0.32,1.4,Bachelor's,9,7,No,13,33,Varna,No
4169,Male,40,Customer Support,Customer Support Representative,02/10/2015,1400,1,0.42,1,High School,6,9,No,19,62,Ruse,Yes
9706,Male,34,Loan Servicing,Loan Servicing Specialist,8/26/2024,4600,2,0.24,3,PhD,4,0,No,17,20,Varna,Yes
4191,Male,28,Retail Banking,Team Leader,5/24/2014,3000,3,0,4,Bachelor's,4,10,Yes,3,34,Burgas,Yes
4999,Female,43,Business Transformation,Change Manager,3/28/2012,7100,4,0.15,5,Bachelor's,2,12,No,17,68,Ruse,Yes
1702,Female,34,Operations,Operations Manager,03/01/2017,3400,1,0.48,1.2,Bachelor's,3,7,No,15,46,Sofia,No
2157,Female,34,Loan Servicing,Loan Underwriter,7/20/2011,7100,5,0.05,4.7,High School,3,13,No,18,10,Ruse,Yes
4617,Male,55,Loan Servicing,Loan Servicing Specialist,12/28/2012,7200,5,0.1,5,Master's,3,11,Yes,9,60,Ruse,Yes
4084,Female,43,Treasury,Liquidity Specialist,1/15/2017,4600,2,0.26,2.4,Master's,5,7,No,15,71,Varna,Yes
6713,Female,47,Mortgage Services,Mortgage Underwriter,05/12/2010,1400,1,0.49,1,Bachelor's,7,14,No,13,71,Plovdiv,No
1224,Male,42,Mortgage Services,Mortgage Officer,04/08/2011,6500,4,0.17,4,High School,3,13,Yes,19,1,Varna,No
4789,Male,29,Finance,Finance Manager,2/16/2010,6800,1,0.29,1.6,Bachelor's,8,14,No,14,66,Burgas,No
9478,Female,43,Compliance,Regulatory Officer,8/22/2015,9200,5,0.05,4.4,PhD,3,9,Yes,16,33,Sofia,Yes
9625,Female,29,Business Transformation,Business Analyst,3/22/2019,8000,4,0.1,3.6,High School,2,5,Yes,10,13,Ruse,Yes
7900,Female,34,Fraud Prevention,Fraud Analyst,06/10/2018,3300,4,0.12,3.3,High School,1,6,No,13,34,Sofia,Yes
9924,Female,38,Product Management,Product Development Specialist,06/06/2017,8100,5,0.11,4.7,Bachelor's,1,7,No,3,37,Ruse,Yes
7750,Female,52,Back Office,Back Office Clerk,03/09/2024,7000,3,0.16,2.8,Master's,4,0,No,4,77,Plovdiv,Yes
8073,Female,56,Mortgage Services,Mortgage Advisor,01/10/2024,6100,3,0.2,3.6,Bachelor's,8,0,No,12,49,Varna,No
3930,Female,42,Back Office,Administrative Assistant,8/24/2014,5600,3,0.01,2.7,Bachelor's,2,10,No,8,49,Ruse,Yes
8341,Female,33,Business Transformation,Change Manager,10/06/2010,3700,1,0.24,1.9,Bachelor's,5,13,No,13,35,Burgas,No
1894,Male,47,Trade Finance,Trade Finance Manager,05/09/2016,8500,5,0.1,5,Bachelor's,2,8,Yes,18,23,Burgas,No
3244,Male,56,IT,IT Manager,10/04/2017,4900,3,0.08,3.3,Master's,3,6,Yes,15,38,Sofia,No
1229,Female,33,Loan Servicing,Loan Processor,12/08/2023,4700,2,0.46,2.1,PhD,6,0,No,4,44,Plovdiv,Yes
9876,Female,38,Product Management,Product Analyst,10/05/2015,6300,2,0.34,1.9,High School,9,8,No,19,68,Ruse,No
7716,Male,52,Fraud Prevention,Fraud Prevention Manager,03/10/2012,1400,1,0.34,1,Bachelor's,2,12,No,19,27,Sofia,Yes
6857,Female,38,Risk Management,Risk Officer,1/16/2019,6100,1,0.38,1,High School,2,5,No,6,21,Sofia,No
4174,Female,55,Human Resources,Training Coordinator,03/01/2017,6500,5,0.01,5,Bachelor's,3,7,Yes,7,47,Varna,Yes
7250,Female,51,Retail Banking,Teller,2/17/2010,6900,4,0.11,4.2,High School,3,14,No,15,66,Sofia,Yes
5311,Female,23,Trade Finance,Trade Finance Specialist,11/01/2014,8200,5,0.12,4.8,High School,3,9,No,1,0,Ruse,No
3967,Male,22,Human Resources,Recruiter,2/21/2018,6400,3,0.02,2,High School,5,6,Yes,7,13,Burgas,Yes
5116,Male,53,Collection,Collection Agent,02/02/2010,4000,1,0.48,1,High School,9,14,Yes,6,43,Sofia,No
7988,Male,39,Finance,Accountant,02/03/2022,5500,1,0.47,1.1,Bachelor's,1,2,Yes,12,27,Ruse,Yes
8589,Female,49,Loan Servicing,Loan Processor,10/21/2019,3600,2,0.28,1.7,PhD,6,4,Yes,16,13,Plovdiv,No
5944,Female,31,Customer Support,Customer Support Representative,11/24/2019,5400,2,0.4,2.4,Master's,9,4,Yes,8,38,Plovdiv,Yes
2914,Male,28,Legal,Paralegal,12/03/2020,7900,1,0.32,1,PhD,4,3,No,16,43,Burgas,No
5353,Male,34,Internal Audit,Internal Auditor,03/10/2014,2900,2,0.37,2,PhD,5,10,Yes,13,2,Burgas,No
8514,Male,47,Mortgage Services,Mortgage Officer,11/06/2012,3500,1,0.31,1,Bachelor's,5,11,Yes,5,52,Plovdiv,Yes
7946,Male,31,Finance,Finance Manager,05/12/2021,5500,5,0.05,4.3,High School,2,3,Yes,19,65,Ruse,Yes
6371,Male,51,Wealth Management,Investment Banker,4/13/2012,5500,4,0.17,4.1,Bachelor's,3,12,No,9,2,Plovdiv,Yes
2192,Female,29,Mortgage Services,Mortgage Officer,07/10/2021,4500,3,0.07,2.7,Bachelor's,9,3,Yes,1,22,Sofia,Yes
9749,Female,37,IT,System Administrator,5/30/2017,3600,1,0.35,1,High School,5,7,Yes,3,71,Plovdiv,Yes
2224,Male,55,Customer Support,Customer Support Representative,01/07/2017,6400,5,0.07,4,Master's,3,7,Yes,0,41,Sofia,Yes
5919,Female,23,Treasury,Liquidity Specialist,9/27/2017,3500,3,0.06,3.5,PhD,2,7,No,18,40,Burgas,No
1214,Female,35,Treasury,Treasury Analyst,5/30/2010,7200,2,0.25,1.6,Bachelor's,8,14,Yes,4,39,Varna,No
1952,Female,32,Collection,Debt Recovery Specialist,4/16/2022,8600,5,0.17,5,Bachelor's,3,2,No,17,45,Plovdiv,Yes
5609,Female,27,Customer Support,Customer Service Manager,04/03/2019,9000,5,0.11,5,PhD,3,5,No,2,26,Varna,Yes
7262,Female,30,Product Management,Product Manager,7/30/2021,5400,1,0.21,1,Master's,2,3,Yes,16,39,Ruse,Yes
3043,Female,49,Retail Banking,Service Manager,5/18/2018,4000,1,0.49,1.9,PhD,9,6,No,8,8,Ruse,Yes
8872,Male,28,Trade Finance,Trade Finance Manager,05/05/2015,7000,3,0.15,3.6,PhD,8,9,No,1,58,Varna,No
9442,Male,30,Collection,Collection Manager,4/13/2024,6100,3,0.01,3.3,Master's,9,0,No,5,67,Plovdiv,No
9423,Male,44,Collection,Debt Recovery Specialist,3/24/2023,5400,2,0.42,2.6,PhD,7,1,Yes,7,4,Sofia,No
3839,Female,30,Fraud Prevention,Fraud Investigator,02/10/2012,8400,3,0.09,3.2,Master's,3,12,No,9,60,Plovdiv,Yes
9124,Male,24,Back Office,Back Office Manager,09/07/2015,6800,5,0.15,4.5,Master's,3,9,No,8,5,Sofia,Yes
7891,Female,58,Loan Servicing,Loan Underwriter,03/02/2018,7900,5,0.08,4.9,Bachelor's,2,6,No,4,60,Sofia,Yes
8697,Female,37,Customer Support,Customer Support Representative,4/21/2016,6800,2,0.42,2.4,High School,5,8,Yes,1,75,Burgas,No
5817,Male,43,Collection,Collection Manager,11/05/2009,4900,1,0.38,2.2,Bachelor's,3,14,No,18,68,Sofia,No
7335,Female,50,Finance,Accountant,7/29/2024,5200,1,0.29,1.9,Bachelor's,6,0,Yes,4,38,Varna,Yes
8609,Male,39,Internal Audit,Internal Auditor,04/02/2013,6300,5,0,5,Master's,2,11,No,19,38,Ruse,Yes
9379,Female,41,Loan Servicing,Loan Servicing Specialist,04/06/2020,5600,2,0.38,2.3,Bachelor's,9,4,No,12,55,Sofia,No
2191,Male,59,Mortgage Services,Mortgage Underwriter,10/27/2023,3600,1,0.32,1,High School,5,0,No,14,48,Plovdiv,Yes
6660,Male,50,Marketing,Communications Specialist,12/30/2017,5200,3,0.1,2.9,Master's,3,6,No,11,42,Ruse,Yes
7658,Female,50,Treasury,Treasury Analyst,03/08/2021,6900,4,0.02,4.7,High School,3,3,Yes,4,52,Plovdiv,Yes
5066,Female,57,Human Resources,Training Coordinator,10/13/2021,4500,4,0.07,4.2,Bachelor's,3,2,No,19,60,Sofia,Yes
1685,Female,43,Legal,Paralegal,8/16/2016,4700,1,0.29,1,PhD,8,8,No,1,19,Varna,No
2525,Female,45,Trade Finance,Trade Finance Manager,7/18/2011,7800,4,0.05,4.5,High School,1,13,Yes,11,38,Burgas,No
2339,Female,51,IT,System Administrator,01/05/2010,6900,5,0.19,4.5,PhD,2,14,Yes,17,71,Sofia,Yes
4128,Male,44,Corporate Banking,Loan Officer,7/26/2023,10100,5,0.09,4.7,Bachelor's,3,1,Yes,5,74,Sofia,Yes
7784,Female,33,Treasury,Treasury Analyst,12/13/2011,1800,1,0.37,1,PhD,6,12,No,10,25,Ruse,Yes
1671,Female,35,Loan Servicing,Loan Servicing Specialist,11/13/2015,7200,5,0.04,4.9,Bachelor's,1,8,No,5,76,Ruse,Yes
6491,Female,22,Risk Management,Risk Consultant,2/16/2015,7600,5,0.13,4.2,PhD,3,9,No,6,35,Varna,Yes
7711,Female,23,Treasury,Liquidity Specialist,10/24/2013,4500,3,0.19,3.5,Master's,6,10,Yes,4,27,Ruse,No
9081,Male,56,Corporate Banking,Financial Analyst,9/25/2016,7100,5,0.03,4.8,High School,2,8,Yes,18,46,Ruse,Yes
3270,Male,23,Human Resources,HR Specialist,02/03/2018,7300,4,0.04,4.6,Master's,3,6,No,4,37,Plovdiv,Yes
4835,Female,39,Finance,Financial Analyst,12/11/2014,5100,4,0.13,3.1,PhD,3,9,No,11,47,Plovdiv,Yes
6301,Male,52,Security,Security Analyst,1/19/2013,8100,5,0.13,4.7,PhD,1,11,Yes,3,35,Burgas,No
2011,Male,35,Internal Audit,Audit Manager,1/25/2016,7900,3,0.06,3.3,Master's,7,8,No,17,7,Burgas,Yes
9635,Male,24,Wealth Management,Financial Advisor,10/30/2014,5400,3,0.01,2.8,PhD,5,9,No,9,47,Varna,No
6633,Female,26,Corporate Banking,Corporate Finance Associate,06/03/2017,4500,1,0.34,1,PhD,5,7,No,7,4,Ruse,No
5012,Female,24,Mortgage Services,Mortgage Officer,10/24/2016,8900,5,0.19,4.6,Master's,3,7,Yes,9,42,Plovdiv,No
4414,Female,40,Wealth Management,Portfolio Manager,2/28/2013,3700,1,0.27,1,PhD,4,11,Yes,0,21,Plovdiv,No
9702,Female,47,Security,Security Officer,9/25/2013,3900,1,0.27,1.3,High School,2,11,Yes,10,38,Plovdiv,No
2021,Female,44,Marketing,Marketing Manager,02/08/2012,7700,4,0.11,3.8,Master's,2,12,No,5,36,Burgas,No
4734,Male,25,Human Resources,HR Manager,06/12/2018,3100,1,0.21,1,Bachelor's,1,6,No,2,48,Plovdiv,No
9570,Male,55,Corporate Banking,Account Manager,03/10/2015,6200,2,0.49,1.5,High School,4,9,No,2,41,Ruse,No
7225,Female,39,Wealth Management,Client Advisor,03/10/2021,5000,4,0.02,4.2,Bachelor's,1,3,No,17,77,Ruse,No
7909,Female,27,Wealth Management,Investment Banker,12/03/2016,4000,2,0.39,1.6,Bachelor's,6,7,Yes,15,56,Plovdiv,Yes
1283,Female,27,Wealth Management,Portfolio Manager,7/25/2016,6900,3,0.06,3.9,Bachelor's,3,8,No,3,16,Ruse,Yes
7771,Female,49,Trade Finance,Trade Finance Specialist,04/08/2022,11500,5,0.17,5,PhD,2,2,Yes,9,64,Plovdiv,Yes
2145,Male,23,Back Office,Back Office Manager,3/18/2021,9200,4,0.06,3.9,Master's,1,3,Yes,11,52,Varna,No
5664,Male,51,Loan Servicing,Loan Processor,12/04/2014,6400,3,0.18,2.4,Bachelor's,4,9,No,3,11,Varna,No
2334,Female,59,Trade Finance,Trade Analyst,4/29/2014,8100,5,0,5,Bachelor's,3,10,No,0,25,Plovdiv,Yes
4553,Female,41,Finance,Tax Specialist,04/07/2017,8300,4,0.18,4,PhD,3,7,Yes,2,68,Sofia,Yes
3445,Male,22,Operations,Data Entry Clerk,07/05/2024,4700,3,0.02,3.1,Master's,7,0,No,10,11,Ruse,Yes
6233,Female,45,Marketing,Marketing Manager,6/30/2020,5800,1,0.28,1.1,Master's,8,4,No,8,18,Ruse,No
3047,Male,23,Fraud Prevention,Fraud Prevention Manager,12/30/2010,7200,1,0.38,1,High School,9,13,No,12,74,Varna,No
5856,Male,40,Compliance,Compliance Manager,03/01/2015,4900,2,0.25,1.8,Master's,1,9,No,12,8,Burgas,No
9242,Female,42,Loan Servicing,Loan Servicing Specialist,12/02/2016,7400,5,0.2,5,High School,3,7,Yes,10,6,Burgas,Yes
7717,Female,39,Collection,Debt Recovery Specialist,6/24/2011,2800,1,0.31,1,High School,2,13,Yes,5,41,Sofia,Yes
9259,Female,54,Digital Banking,Digital Product Manager,11/26/2012,5800,3,0.08,2.9,High School,5,11,No,19,22,Plovdiv,Yes
9628,Female,24,Human Resources,HR Manager,8/14/2021,3800,2,0.48,1.5,Master's,5,3,No,5,42,Ruse,Yes
9419,Female,47,Business Transformation,Business Analyst,03/08/2021,8200,5,0.04,4.2,High School,2,3,No,1,70,Ruse,Yes
3485,Female,47,Collection,Collection Manager,05/09/2015,7600,5,0.07,4.8,Master's,1,9,Yes,0,27,Varna,Yes
9463,Female,54,Security,Security Analyst,6/17/2023,6300,5,0.2,5,Bachelor's,3,1,Yes,13,58,Burgas,Yes
3497,Female,56,Customer Support,Customer Support Representative,5/17/2015,10800,5,0.15,5,Bachelor's,3,9,Yes,3,7,Ruse,Yes
6884,Female,56,Fraud Prevention,Fraud Analyst,7/16/2012,7900,5,0.16,5,Bachelor's,1,12,Yes,7,40,Plovdiv,Yes
5768,Female,49,Internal Audit,Internal Auditor,5/28/2014,8000,2,0.22,1.6,Bachelor's,6,10,No,17,1,Varna,Yes
1653,Male,30,Mortgage Services,Mortgage Officer,9/28/2015,7300,5,0.08,4.9,Master's,2,9,No,8,78,Plovdiv,Yes
5868,Female,27,Compliance,KYC Specialist,01/02/2020,3000,1,0.25,1.3,Bachelor's,2,4,No,15,34,Ruse,No
5028,Female,54,Business Transformation,Project Manager,10/08/2016,5300,3,0.09,3.9,Bachelor's,3,7,No,13,42,Burgas,No
9929,Male,50,Operations,Data Entry Clerk,08/09/2010,4100,2,0.4,1.7,High School,2,14,No,7,50,Ruse,Yes
3140,Female,46,Wealth Management,Investment Banker,4/24/2022,9400,3,0.15,4,Bachelor's,4,2,No,14,59,Plovdiv,No
2635,Female,27,Collection,Collection Manager,10/15/2023,5600,3,0.01,2.3,Bachelor's,6,0,Yes,12,0,Sofia,No
3755,Female,51,Marketing,Communications Specialist,7/14/2010,6700,5,0.04,5,PhD,2,14,Yes,12,39,Varna,Yes
3719,Female,23,Customer Support,Technical Support Specialist,8/23/2018,7800,4,0.11,3.5,High School,3,6,Yes,3,77,Plovdiv,Yes
2328,Female,45,Treasury,Treasury Analyst,03/01/2010,2900,1,0.27,1,Bachelor's,1,14,No,12,73,Burgas,No
4282,Female,35,Retail Banking,Team Leader,9/21/2022,3800,2,0.35,1.6,High School,6,2,No,16,56,Ruse,No
8115,Female,32,IT,IT Manager,06/04/2012,5500,3,0.19,2.7,High School,9,12,No,8,12,Burgas,Yes
9377,Male,41,Collection,Collection Agent,11/06/2020,3400,2,0.34,2,High School,2,3,No,14,8,Plovdiv,No
3164,Female,51,Business Transformation,Business Analyst,7/18/2013,5300,2,0.24,2.5,Bachelor's,2,11,No,17,8,Ruse,No
1765,Male,37,Business Transformation,Change Manager,08/04/2010,2700,1,0.3,1.1,Master's,2,14,No,1,33,Sofia,Yes
4671,Male,45,Customer Support,Technical Support Specialist,11/27/2011,8200,4,0.12,3.2,PhD,1,12,Yes,3,59,Ruse,No
3618,Male,30,Business Transformation,Change Manager,09/10/2023,4700,3,0.12,2.3,Master's,3,1,Yes,2,66,Burgas,Yes
4134,Male,42,Trade Finance,Trade Analyst,02/01/2012,6000,1,0.39,1,High School,6,12,No,8,55,Plovdiv,No
5144,Female,33,Security,Security Analyst,06/06/2017,4200,1,0.44,1,High School,4,7,Yes,13,24,Burgas,Yes
1353,Male,56,Digital Banking,Digital Product Manager,4/15/2017,4700,2,0.24,2.1,Bachelor's,5,7,Yes,7,19,Sofia,No
1133,Female,32,Internal Audit,Audit Analyst,9/21/2013,5800,3,0.1,3.4,PhD,3,11,Yes,4,69,Ruse,No
2889,Male,55,Back Office,Back Office Clerk,8/19/2021,4600,1,0.41,1,Bachelor's,6,3,No,10,41,Varna,No
3092,Female,45,Finance,Financial Analyst,04/09/2018,5000,4,0.16,3.1,Master's,3,6,Yes,19,46,Sofia,Yes
5777,Female,22,Corporate Banking,Client Advisor,04/10/2013,1400,1,0.47,1.3,Bachelor's,3,11,Yes,2,59,Ruse,Yes
5723,Female,43,Marketing,Communications Specialist,6/24/2011,6300,3,0.04,3,Master's,3,13,No,6,26,Burgas,Yes
1434,Female,47,Sales,Sales Consultant,06/07/2020,3600,3,0.11,3.3,High School,3,4,No,11,51,Varna,Yes
5968,Male,29,Loan Servicing,Loan Servicing Specialist,8/21/2021,7000,4,0.18,4.1,PhD,3,3,Yes,2,8,Sofia,Yes
6959,Female,52,Business Transformation,Change Manager,9/15/2019,4600,3,0.05,2.9,Master's,6,5,No,3,64,Sofia,Yes
6927,Male,39,IT,Software Developer,04/10/2016,8800,3,0.13,2,PhD,7,8,Yes,14,67,Varna,Yes
1835,Female,54,Collection,Collection Agent,3/27/2016,4500,3,0.04,3.4,PhD,2,8,No,17,67,Sofia,No
5616,Male,44,Retail Banking,Retail Banker,3/29/2014,5000,3,0.07,3.3,Master's,6,10,No,2,62,Burgas,No
3242,Female,56,Collection,Debt Recovery Specialist,11/23/2022,5400,3,0.04,3.1,Master's,3,1,Yes,6,18,Varna,No
8649,Female,48,Internal Audit,Audit Analyst,1/14/2018,8000,5,0.14,4.1,PhD,3,6,Yes,12,26,Burgas,Yes
3966,Female,29,Trade Finance,Trade Analyst,4/30/2014,3500,4,0.02,3.9,Master's,2,10,Yes,19,39,Plovdiv,Yes
6316,Male,51,Internal Audit,Audit Analyst,10/26/2022,7600,5,0.12,5,Master's,2,1,Yes,0,63,Varna,No
8831,Male,36,Collection,Debt Recovery Specialist,3/26/2014,1700,1,0.39,1.1,High School,6,10,No,4,3,Burgas,Yes
1828,Male,35,Operations,Back Office Specialist,06/10/2020,6100,4,0.01,4.5,Master's,3,4,Yes,2,20,Plovdiv,Yes
9813,Female,55,Human Resources,Recruiter,10/26/2020,4000,4,0.15,3.1,Master's,3,3,Yes,5,68,Burgas,Yes
8217,Male,28,Retail Banking,Team Leader,11/19/2022,10200,5,0.11,5,High School,3,1,Yes,16,30,Ruse,No
6599,Female,50,Security,Cybersecurity Specialist,07/11/2016,6700,5,0.07,5,PhD,1,8,Yes,19,79,Burgas,No
5697,Female,51,Internal Audit,Audit Analyst,9/19/2019,5200,4,0.13,4,Bachelor's,1,5,Yes,2,8,Varna,No
9737,Male,57,Digital Banking,Digital Product Manager,1/31/2015,7400,2,0.27,1.7,PhD,8,9,No,9,32,Sofia,Yes
4453,Female,47,Internal Audit,Internal Auditor,11/03/2009,6900,5,0.1,5,Master's,3,14,Yes,8,6,Sofia,Yes
8386,Female,52,Customer Support,Customer Service Manager,10/12/2012,10400,5,0.13,5,High School,3,11,Yes,17,8,Sofia,Yes
8432,Female,52,Trade Finance,Trade Finance Specialist,2/19/2014,7200,2,0.35,2.2,Master's,8,10,No,17,41,Varna,No
6017,Male,39,Loan Servicing,Loan Servicing Specialist,3/13/2021,3200,1,0.28,1,PhD,1,3,No,13,75,Sofia,No
4664,Male,32,Back Office,Back Office Manager,1/24/2012,5400,2,0.42,2.3,Bachelor's,8,12,No,10,77,Varna,Yes
4669,Male,27,Sales,Sales Representative,4/16/2018,6000,3,0.01,2.6,Master's,7,6,Yes,10,16,Ruse,Yes
2379,Male,42,Digital Banking,Online Banking Manager,06/05/2019,2500,2,0.24,1.7,High School,1,5,Yes,17,40,Varna,No
8284,Male,54,Compliance,Data Privacy Specialist,04/08/2014,8700,2,0.4,1.5,Master's,4,10,Yes,9,6,Burgas,Yes
4343,Female,48,Internal Audit,Audit Analyst,02/06/2012,3800,1,0.38,1,PhD,2,12,Yes,4,8,Varna,Yes
6990,Male,59,Loan Servicing,Loan Servicing Specialist,03/09/2010,1400,2,0.36,2.7,Master's,2,14,Yes,9,31,Varna,Yes
8830,Male,35,Internal Audit,Audit Analyst,11/21/2020,7100,2,0.34,1.6,PhD,6,3,No,12,77,Ruse,Yes
9060,Female,33,Human Resources,Training Coordinator,06/02/2019,7200,3,0.15,2.1,Master's,7,5,No,8,41,Plovdiv,No
8582,Female,39,Risk Management,Risk Strategy Advisor,7/29/2019,3700,2,0.46,2.7,PhD,4,5,No,4,32,Plovdiv,No
3419,Female,49,Risk Management,Risk Strategy Advisor,1/22/2013,5600,3,0.06,3,Master's,2,11,No,15,68,Varna,Yes
8546,Male,56,Product Management,Product Analyst,10/04/2011,3500,3,0.17,3.3,Bachelor's,5,13,No,19,9,Ruse,No
6564,Female,51,IT,Software Developer,05/06/2012,4400,3,0.01,2.7,Master's,6,12,No,4,25,Ruse,No
7152,Female,50,Treasury,Treasury Analyst,5/30/2016,3500,2,0.25,1.3,Bachelor's,8,8,No,7,13,Sofia,Yes
6414,Male,48,Internal Audit,Audit Analyst,9/23/2011,8500,3,0.01,3.1,High School,8,13,No,6,51,Sofia,Yes
5945,Female,59,Fraud Prevention,Fraud Prevention Manager,11/10/2017,5500,3,0.19,2.6,Bachelor's,9,6,No,7,64,Sofia,No
6486,Male,56,Retail Banking,Retail Banker,3/21/2020,8200,3,0.16,3,Bachelor's,6,4,No,14,78,Ruse,Yes
5495,Female,51,Internal Audit,Internal Auditor,9/30/2019,5400,1,0.39,1.2,PhD,4,5,Yes,15,24,Varna,No
4325,Female,51,Finance,Financial Analyst,12/03/2017,6100,3,0.15,3.8,PhD,2,6,No,13,14,Plovdiv,No
1750,Female,53,Product Management,Product Development Specialist,3/19/2012,5300,2,0.32,2.4,High School,5,12,No,8,72,Varna,No
3021,Male,29,Marketing,Marketing Manager,5/14/2011,6800,2,0.25,2.1,PhD,3,13,No,0,75,Plovdiv,Yes
4299,Male,34,Retail Banking,Teller,05/09/2010,4800,2,0.21,2.1,High School,7,14,No,8,67,Sofia,No
3834,Male,51,Operations,Operations Manager,1/22/2019,6000,2,0.35,1.6,Bachelor's,7,5,Yes,2,46,Plovdiv,No
2799,Female,39,Wealth Management,Investment Banker,07/04/2011,7200,3,0.06,3.1,Bachelor's,4,13,Yes,7,6,Ruse,Yes
2708,Male,29,Compliance,Compliance Monitoring Officer,6/16/2018,7100,4,0.03,4.3,High School,2,6,No,2,14,Sofia,Yes
4064,Male,23,Retail Banking,Service Manager,9/22/2023,7500,1,0.4,1.2,PhD,9,1,No,12,60,Sofia,No
8352,Female,55,Fraud Prevention,Fraud Investigator,09/12/2024,7900,4,0.09,4.1,Bachelor's,3,0,No,6,78,Sofia,No
3888,Male,34,Human Resources,HR Manager,09/04/2012,7700,3,0.08,3.1,Master's,9,12,No,18,29,Varna,No
8974,Female,27,Product Management,Product Analyst,5/26/2021,6800,5,0.08,4,Bachelor's,1,3,Yes,5,15,Ruse,No
7082,Female,38,Human Resources,Recruiter,11/22/2009,8200,5,0.18,5,Bachelor's,3,14,Yes,3,57,Varna,Yes
4880,Female,24,Finance,Finance Manager,5/15/2012,4500,1,0.39,1.1,PhD,4,12,No,4,7,Ruse,Yes
8447,Male,22,Product Management,Product Manager,12/29/2019,6200,4,0.14,3.7,High School,2,4,No,9,63,Sofia,Yes
3576,Female,22,Business Transformation,Change Manager,06/11/2012,6600,5,0.06,4.7,High School,3,12,No,1,40,Plovdiv,No
2808,Male,36,Back Office,Back Office Clerk,07/01/2010,6300,2,0.43,2.9,Master's,3,14,No,19,76,Plovdiv,Yes
6640,Male,37,Internal Audit,Internal Auditor,07/09/2021,6500,4,0.02,4.5,Master's,3,3,Yes,5,71,Ruse,Yes
9198,Female,32,Compliance,Regulatory Officer,02/06/2024,6900,4,0.01,4.1,PhD,3,0,Yes,16,59,Sofia,Yes
1759,Female,32,Collection,Debt Recovery Specialist,8/22/2023,3200,2,0.46,1,Master's,4,1,No,0,45,Varna,No
5770,Female,39,Retail Banking,Retail Banker,1/22/2022,5400,2,0.43,2,Bachelor's,5,2,Yes,7,62,Varna,No
8282,Female,33,Corporate Banking,Business Development Manager,2/16/2022,7400,3,0.07,2.7,Bachelor's,5,2,Yes,10,18,Plovdiv,No
2653,Male,59,Business Transformation,Change Manager,10/09/2023,3800,3,0.07,3.3,Master's,1,0,No,8,73,Sofia,No
5479,Female,22,Human Resources,Recruiter,7/29/2021,7400,5,0.15,4.1,High School,1,3,Yes,6,11,Varna,Yes
9196,Female,42,Human Resources,Training Coordinator,1/15/2019,7900,4,0.17,4.1,High School,2,5,Yes,8,4,Varna,Yes
9960,Male,25,Digital Banking,Online Banking Manager,6/28/2020,5200,1,0.37,1.9,PhD,5,4,No,4,66,Ruse,Yes
1567,Male,26,Legal,Paralegal,12/03/2019,6500,4,0.18,4.4,PhD,1,4,Yes,11,68,Varna,No
